ID,Text,Comment
Name_SluiceFragment,"Sluice",
Name_StatusListFragment,"Status",
Name_StockpileGoodColumnVisualizerDebugFragment,"Stock Debug",
Name_StockpileInventoryDebugFragment,"Inventory Debug",
Name_StockpileInventoryFragment,"Stockpile",
Name_StockpilePriorityFragment,"Stockpile Priority",
Name_StreamGaugeFragment,"Stream Gauge",
Name_TailDecalSupplierFragment,"Tail Decal",
Name_WaterInputDepthFragment,"Water Depth",
Name_WaterMoverFragment,"Fluid Pump",
Name_WaterSourceFragment,"Water Source (Dev)",
Name_WaterSourceRegulatorFragment,"Flow Regulator",
Name_WellbeingFragment,"Wellbeing",
Name_WindGaugeFragment,"Wind Gauge",
Name_WirelessCoilFragment,"Wireless Coil",
Name_WonderDebugFragment,"Wonder Debug",
Name_WonderFragment,"Wonder",
Name_WorkplaceFragment,"Workplace",
Name_WorkshopDebugFragment,"Workshop Debug",
Name_ZiplineTowerFragment,"Zipline Tower",
Name_DistrictCenterFragment_DistrictCenterInventoryFragment,"Inventory",
Name_SluiceFragment_Automation,"Sluice Automation",
Name_SluiceFragment_WaterInfo,"Sluice Water Info",
Name_BreedingPodFragment_BreedingPodInventoryFragment,"Inventory",
Name_WorkplaceShiftFragment,"Shift Time",
Name_UnstableCoreFragment,"Unstable Core",
Name_DecalSupplierFragment,"Decal Supplier",
Name_TimedComponentActivatorSettingsFragment,"Timed Component Activator Settings",
Name_BlueprintDebugFragment,"Blueprint Debug",
Name_UnstableCoreDebugFragment,"Unstable Core Debug",
