ID,Text,Comment
LV.MA.OnlyEggplants.Desc,"Finish a day with at least {0} Eggplant Rations in stock and no other food.",
LV.MA.OnlyEggplants.Step0,"Select the first non-eggplant stockpile",
LV.MA.OnlyEggplants.Msg0Illegal,"This stockpile contains non-eggplant food.",
LV.MA.OnlyEggplants.Msg0None,"No non-eggplant stockpile found. Keep this up until the end of the day to earn the achievement.",
LV.MA.OnlyEggplants.Msg0NotEnough,"No non-eggplant stockpile found but there is only {0} / {1} Eggplant Rations.",
LV.MA.LaunchRepopulatorWithBots.Name,"Who created who?",
LV.MA.LaunchRepopulatorWithBots.Desc,"Launch the Earth Repopulator with no beaver in your colony.",
LV.MA.BuildZiplineLoop.Name,"What Goes Up…",
LV.MA.BuildZiplineLoop.Desc,"Connect {0} Zipline Stations into a continuous loop without any other stations or poles in between.",
LV.MA.BuildUndergroundTubeway.Name,"Subterranean Express",
LV.MA.BuildUndergroundTubeway.Desc,"Build the final Tubeway Station to complete an underground Tubeway network of at least {0} segments, with solid terrain directly above every segment.",
LV.MA.NoFloodForCycles.Name,"Hydraulic Virtuoso",
LV.MA.NoFloodForCycles.Desc,"Do not flood any building for {0} consecutive cycles.",
LV.MA.NoFloodForCycles.Step0,"Show number of cycles without flooding",
LV.MA.NoFloodForCycles.Msg0,"Cycles without flooding: {0} / {1}",
LV.MA.DestroyChainBuildings.Name,"That De-escalated Quickly",
LV.MA.DestroyChainBuildings.Desc,"Destroy a single building that causes {0} other buildings to be destroyed.",
LV.MA.NoWaterAnywhere.Name,"The Great Beavaporation",
LV.MA.NoWaterAnywhere.Desc,"At the end of the day, have no water anywhere on the map.",
LV.MA.StackResidentialBuildings.Name,"Connected Living",
LV.MA.StackResidentialBuildings.Desc,"Stack {0} residential buildings of the same type vertically, and ensure they are all accessible at the moment the top building is completed.",
LV.MA.SubmergeNumbercruncher.Name,"Liquid Cooling",
LV.MA.SubmergeNumbercruncher.Desc,"Submerge a Numbercruncher in water.",
LV.MA.StreamGaugeZero.Name,"Why Is This Even Here?",
LV.MA.StreamGaugeZero.Desc,"Keep a Stream Gauge reading at zero water depth for {0} consecutive cycles.",
LV.MA.PumpToDumpProximity.Name,"Pump and Dump",
LV.MA.PumpToDumpProximity.Desc,"Build a water pump adjacent to a fluid dump.",
LV.MA.StackAllFoodWarehouses.Name,"Balanced Buffet",
LV.MA.StackAllFoodWarehouses.Desc,"Have one warehouse for each food type, stacked vertically, and have each filled by the end of the day.",
LV.MA.StackAllFoodWarehouses.Step0,"Show the required food types",
LV.MA.StackAllFoodWarehouses.Msg0,"Required food types: {0}",
LV.MA.WonderInADay.Name,"One Day Wonder",
LV.MA.WonderInADay.Desc,"Complete construction and launch that Wonder within a single day.",
LV.MA.BuildLeveeOnDam.Name,"Stacked Hubris",
LV.MA.BuildLeveeOnDam.Desc,"Have a levee built directly on top of a dam.",
