ID,Text,Comment
"LV.MTA.AchName_SURVIVE_BADTIDE","Not Bad!",
"LV.MTA.AchDesc_SURVIVE_BADTIDE","Survive your first badtide.",
"LV.MTA.AchName_BEAVER_STUNG_BY_BEE","Not the Bees!",
"LV.MTA.AchDesc_BEAVER_STUNG_BY_BEE","As Folktails, have a beaver be stung by a bee.",
"LV.MTA.AchName_REACH_POPULATION_OF_250_BEAVERS","One Big Colony",
"LV.MTA.AchDesc_REACH_POPULATION_OF_250_BEAVERS","Reach a population of 250 beavers.",
"LV.MTA.AchName_REACH_POPULATION_OF_100_BEAVERS","One Big Family",
"LV.MTA.AchDesc_REACH_POPULATION_OF_100_BEAVERS","Reach a population of 100 beavers.",
"LV.MTA.AchName_REACH_POPULATION_OF_500_BEAVERS","One Big... Horde?",
"LV.MTA.AchDesc_REACH_POPULATION_OF_500_BEAVERS","Reach a population of 500 beavers.",
"LV.MTA.AchName_EXPLODE_UNIT_WITH_DYNAMITE","Oops!",
"LV.MTA.AchDesc_EXPLODE_UNIT_WITH_DYNAMITE","Explode a unit using dynamite.",
"LV.MTA.AchName_ACTIVATE_MULTIPLE_WONDERS","Overachiever",
"LV.MTA.AchDesc_ACTIVATE_MULTIPLE_WONDERS","Launch three wonders at the same time.",
"LV.MTA.AchName_PRODUCE_PLANKS_IN_DAY","Plankster",
"LV.MTA.AchDesc_PRODUCE_PLANKS_IN_DAY","As Iron Teeth, produce 500 Planks in a single day.",
"LV.MTA.AchName_BATTERY_CHARGE_STORAGE","Power Around the Clock",
"LV.MTA.AchDesc_BATTERY_CHARGE_STORAGE","Store at least 655,321 hph worth of power using Gravity Batteries.",
"LV.MTA.AchName_BEAVER_DIES_HUNGRY_THIRSTY_INJURED_SICK","Quadfecta of Misery",
"LV.MTA.AchDesc_BEAVER_DIES_HUNGRY_THIRSTY_INJURED_SICK","Have a beaver die while being affected by injury, contamination, hunger, and thirst.",
"LV.MTA.AchName_WORKING_REFINERY_FOR_EACH_RECIPE","Refined Refinement",
"LV.MTA.AchDesc_WORKING_REFINERY_FOR_EACH_RECIPE","As Folktails, have working Refineries producing each available recipe.",
"LV.MTA.AchName_PLACE_DYNAMITE_AT_BOTTOM","Rock Bottom",
"LV.MTA.AchDesc_PLACE_DYNAMITE_AT_BOTTOM","Attempt placing dynamite at the bottom of the map.",
"LV.MTA.AchName_BUILD_WONDER_BEFORE_CYCLE","Rush B-eaver!",
"LV.MTA.AchDesc_BUILD_WONDER_BEFORE_CYCLE","Build a wonder before cycle 15 ends.",
"LV.MTA.AchName_ZIPLINE_NETWORK_LENGTH","Shaka Bra!",
"LV.MTA.AchDesc_ZIPLINE_NETWORK_LENGTH","As Folktails, have a zipline network with a combined length of 1 kilometer.",
"LV.MTA.AchName_REACH_BUILD_HEIGHT_LIMIT","Sky Is the Limit",
"LV.MTA.AchDesc_REACH_BUILD_HEIGHT_LIMIT","Build a structure at the highest allowed height.",
"LV.MTA.AchName_SURVIVE_DROUGHT","Smell of Water in the Morning",
"LV.MTA.AchDesc_SURVIVE_DROUGHT","Survive your first drought.",
"LV.MTA.AchName_REACH_MAX_AVERAGE_WELLBEING_POPULATED","Smile, everybeaver!",
"LV.MTA.AchDesc_REACH_MAX_AVERAGE_WELLBEING_POPULATED","Have the maximum possible average well-being with a beaver population of at least 100.",
"LV.MTA.AchName_ACTIVATE_WONDER_IRONTEETH","So Long, and Thanks for the Coffee!",
"LV.MTA.AchDesc_ACTIVATE_WONDER_IRONTEETH","Build and launch the wonder as Iron Teeth.",
"LV.MTA.AchName_SURVIVE_10_CYCLES","Survival 101",
"LV.MTA.AchDesc_SURVIVE_10_CYCLES","Survive 10 cycles on one map.",
"LV.MTA.AchName_SURVIVE_5_CYCLES","Survivor",
"LV.MTA.AchDesc_SURVIVE_5_CYCLES","Survive 5 cycles on one map.",
"LV.MTA.AchName_MAPLE_PASTRY_ONLY","Sweet Teeth",
"LV.MTA.AchDesc_MAPLE_PASTRY_ONLY","As Folktails, have 1,000 Maple Pastries and no other food at the end of a day.",
"LV.MTA.AchName_REACH_4_AVERAGE_WELLBEING","That's... Acceptable",
"LV.MTA.AchDesc_REACH_4_AVERAGE_WELLBEING","Reach average well-being of 4.",
"LV.MTA.AchName_REACH_50_AVERAGE_WELLBEING","That's... Amazing",
"LV.MTA.AchDesc_REACH_50_AVERAGE_WELLBEING","Reach average well-being of 50.",
"LV.MTA.AchName_REACH_40_AVERAGE_WELLBEING","That's... Awesome",
"LV.MTA.AchDesc_REACH_40_AVERAGE_WELLBEING","Reach average well-being of 40.",
"LV.MTA.AchName_REACH_30_AVERAGE_WELLBEING","That's... Good",
"LV.MTA.AchDesc_REACH_30_AVERAGE_WELLBEING","Reach average well-being of 30.",
"LV.MTA.AchName_REACH_60_AVERAGE_WELLBEING","That's... Incredible",
"LV.MTA.AchDesc_REACH_60_AVERAGE_WELLBEING","Reach average well-being of 60.",
"LV.MTA.AchName_REACH_20_AVERAGE_WELLBEING","That's... Nice",
"LV.MTA.AchDesc_REACH_20_AVERAGE_WELLBEING","Reach average well-being of 20.",
"LV.MTA.AchName_REACH_10_AVERAGE_WELLBEING","That's... Okay",
"LV.MTA.AchDesc_REACH_10_AVERAGE_WELLBEING","Reach average well-being of 10.",
"LV.MTA.AchName_REACH_MAX_AVERAGE_WELLBEING","That's... Paradise!",
"LV.MTA.AchDesc_REACH_MAX_AVERAGE_WELLBEING","Reach max average well-being.",
"LV.MTA.AchName_CONAN","The Barbarian",
"LV.MTA.AchDesc_CONAN","As Iron Teeth, have a beaver named Conan work alone on a Large Power Wheel.",
"LV.MTA.AchName_BUILD_BOT_AFTER_BEAVER_EXTINCTION","Time of the Bots",
"LV.MTA.AchDesc_BUILD_BOT_AFTER_BEAVER_EXTINCTION","Make a bot after beavers go extinct.",
"LV.MTA.AchName_LARGE_TUBEWAY_NETWORK","Tube City",
"LV.MTA.AchDesc_LARGE_TUBEWAY_NETWORK","As Iron Teeth, have at least 10 Tubeway Stations and 1,000 Tubeways.",
"LV.MTA.AchName_REACH_POPULATION_WITHOUT_DWELLINGS","Unnecessary Expenses",
"LV.MTA.AchDesc_REACH_POPULATION_WITHOUT_DWELLINGS","As Iron Teeth, reach a beaver population of 200 without building any housing.",
"LV.MTA.AchName_SURVIVE_20_CYCLES","Wasteland Expert",
"LV.MTA.AchDesc_SURVIVE_20_CYCLES","Survive 20 cycles on one map.",
"LV.MTA.AchName_CURE_CONTAMINATED_BEAVER","We Have the Technology",
"LV.MTA.AchDesc_CURE_CONTAMINATED_BEAVER","Cure a contaminated beaver.",
"LV.MTA.AchName_FLOOD_BUILDING","Wet Floor",
"LV.MTA.AchDesc_FLOOD_BUILDING","Flood a building.",
"LV.MTA.AchName_GENERATE_POWER_WITH_WINDMILLS_ONLY","Windy Day",
"LV.MTA.AchDesc_GENERATE_POWER_WITH_WINDMILLS_ONLY","As Folktails, generate 10,000 hp using only windmills in a single power network.",
